LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes;
KOR;STINT;TOT;PC_PA;M;2004-05;3.9;;
KOR;STINT;TOT;PC_PA;M;2004-06;3.91;;
KOR;STINT;TOT;PC_PA;M;2004-07;3.91;;
KOR;STINT;TOT;PC_PA;M;2004-08;3.7;;
KOR;STINT;TOT;PC_PA;M;2004-09;3.52;;
KOR;STINT;TOT;PC_PA;M;2004-10;3.52;;
KOR;STINT;TOT;PC_PA;M;2004-11;3.42;;
KOR;STINT;TOT;PC_PA;M;2004-12;3.39;;
KOR;STINT;TOT;PC_PA;M;2005-01;3.47;;
KOR;STINT;TOT;PC_PA;M;2005-02;3.59;;
KOR;STINT;TOT;PC_PA;M;2005-03;3.55;;
KOR;STINT;TOT;PC_PA;M;2005-04;3.52;;
KOR;STINT;TOT;PC_PA;M;2005-05;3.51;;
KOR;STINT;TOT;PC_PA;M;2005-06;3.51;;
KOR;STINT;TOT;PC_PA;M;2005-07;3.51;;
KOR;STINT;TOT;PC_PA;M;2005-08;3.5;;
KOR;STINT;TOT;PC_PA;M;2005-09;3.7;;
KOR;STINT;TOT;PC_PA;M;2005-10;3.93;;
KOR;STINT;TOT;PC_PA;M;2005-11;3.96;;
KOR;STINT;TOT;PC_PA;M;2005-12;4.04;;
KOR;STINT;TOT;PC_PA;M;2006-01;4.15;;
KOR;STINT;TOT;PC_PA;M;2006-02;4.25;;
KOR;STINT;TOT;PC_PA;M;2006-03;4.27;;
KOR;STINT;TOT;PC_PA;M;2006-04;4.33;;
KOR;STINT;TOT;PC_PA;M;2006-05;4.36;;
KOR;STINT;TOT;PC_PA;M;2006-06;4.47;;
KOR;STINT;TOT;PC_PA;M;2006-07;4.63;;
KOR;STINT;TOT;PC_PA;M;2006-08;4.68;;
KOR;STINT;TOT;PC_PA;M;2006-09;4.64;;
KOR;STINT;TOT;PC_PA;M;2006-10;4.57;;
KOR;STINT;TOT;PC_PA;M;2006-11;4.6;;
KOR;STINT;TOT;PC_PA;M;2006-12;4.76;;
KOR;STINT;TOT;PC_PA;M;2007-01;4.92;;
KOR;STINT;TOT;PC_PA;M;2007-02;4.95;;
KOR;STINT;TOT;PC_PA;M;2007-03;4.94;;
KOR;STINT;TOT;PC_PA;M;2007-04;4.95;;
KOR;STINT;TOT;PC_PA;M;2007-05;5.04;;
KOR;STINT;TOT;PC_PA;M;2007-06;5.03;;
KOR;STINT;TOT;PC_PA;M;2007-07;5.05;;
KOR;STINT;TOT;PC_PA;M;2007-08;5.21;;
KOR;STINT;TOT;PC_PA;M;2007-09;5.34;;
KOR;STINT;TOT;PC_PA;M;2007-10;5.34;;
KOR;STINT;TOT;PC_PA;M;2007-11;5.43;;
KOR;STINT;TOT;PC_PA;M;2007-12;5.73;;
KOR;STINT;TOT;PC_PA;M;2008-01;5.81;;
KOR;STINT;TOT;PC_PA;M;2008-02;5.28;;
KOR;STINT;TOT;PC_PA;M;2008-03;5.25;;
KOR;STINT;TOT;PC_PA;M;2008-04;5.38;;
KOR;STINT;TOT;PC_PA;M;2008-05;5.36;;
KOR;STINT;TOT;PC_PA;M;2008-06;5.36;;
KOR;STINT;TOT;PC_PA;M;2008-07;5.52;;
KOR;STINT;TOT;PC_PA;M;2008-08;5.77;;
KOR;STINT;TOT;PC_PA;M;2008-09;5.79;;
KOR;STINT;TOT;PC_PA;M;2008-10;6.03;;
KOR;STINT;TOT;PC_PA;M;2008-11;5.62;;
KOR;STINT;TOT;PC_PA;M;2008-12;4.68;;
KOR;STINT;TOT;PC_PA;M;2009-01;3.22;;
KOR;STINT;TOT;PC_PA;M;2009-02;2.7;;
KOR;STINT;TOT;PC_PA;M;2009-03;2.45;;
KOR;STINT;TOT;PC_PA;M;2009-04;2.42;;
KOR;STINT;TOT;PC_PA;M;2009-05;2.41;;
KOR;STINT;TOT;PC_PA;M;2009-06;2.41;;
KOR;STINT;TOT;PC_PA;M;2009-07;2.41;;
KOR;STINT;TOT;PC_PA;M;2009-08;2.48;;
KOR;STINT;TOT;PC_PA;M;2009-09;2.64;;
KOR;STINT;TOT;PC_PA;M;2009-10;2.79;;
KOR;STINT;TOT;PC_PA;M;2009-11;2.79;;
KOR;STINT;TOT;PC_PA;M;2009-12;2.82;;
KOR;STINT;TOT;PC_PA;M;2010-01;2.88;;
KOR;STINT;TOT;PC_PA;M;2010-02;2.88;;
KOR;STINT;TOT;PC_PA;M;2010-03;2.83;;
KOR;STINT;TOT;PC_PA;M;2010-04;2.51;;
KOR;STINT;TOT;PC_PA;M;2010-05;2.45;;
KOR;STINT;TOT;PC_PA;M;2010-06;2.45;;
KOR;STINT;TOT;PC_PA;M;2010-07;2.58;;
KOR;STINT;TOT;PC_PA;M;2010-08;2.63;;
KOR;STINT;TOT;PC_PA;M;2010-09;2.66;;
KOR;STINT;TOT;PC_PA;M;2010-10;2.66;;
KOR;STINT;TOT;PC_PA;M;2010-11;2.73;;
KOR;STINT;TOT;PC_PA;M;2010-12;2.8;;
KOR;STINT;TOT;PC_PA;M;2011-01;2.93;;
KOR;STINT;TOT;PC_PA;M;2011-02;3.13;;
KOR;STINT;TOT;PC_PA;M;2011-03;3.35;;
KOR;STINT;TOT;PC_PA;M;2011-04;3.4;;
KOR;STINT;TOT;PC_PA;M;2011-05;3.46;;
KOR;STINT;TOT;PC_PA;M;2011-06;3.53;;
KOR;STINT;TOT;PC_PA;M;2011-07;3.59;;
KOR;STINT;TOT;PC_PA;M;2011-08;3.59;;
KOR;STINT;TOT;PC_PA;M;2011-09;3.58;;
KOR;STINT;TOT;PC_PA;M;2011-10;3.58;;
KOR;STINT;TOT;PC_PA;M;2011-11;3.56;;
KOR;STINT;TOT;PC_PA;M;2011-12;3.55;;
KOR;STINT;TOT;PC_PA;M;2012-01;3.55;;
KOR;STINT;TOT;PC_PA;M;2012-02;3.53;;
KOR;STINT;TOT;PC_PA;M;2012-03;3.54;;
KOR;STINT;TOT;PC_PA;M;2012-04;3.54;;
KOR;STINT;TOT;PC_PA;M;2012-05;3.54;;
KOR;STINT;TOT;PC_PA;M;2012-06;3.54;;
KOR;STINT;TOT;PC_PA;M;2012-07;3.34;;
KOR;STINT;TOT;PC_PA;M;2012-08;3.19;;
KOR;STINT;TOT;PC_PA;M;2012-09;3.14;;
KOR;STINT;TOT;PC_PA;M;2012-10;2.93;;
KOR;STINT;TOT;PC_PA;M;2012-11;2.85;;
KOR;STINT;TOT;PC_PA;M;2012-12;2.88;;
KOR;STINT;TOT;PC_PA;M;2013-01;2.86;;
KOR;STINT;TOT;PC_PA;M;2013-02;2.83;;
KOR;STINT;TOT;PC_PA;M;2013-03;2.81;;
KOR;STINT;TOT;PC_PA;M;2013-04;2.8;;
KOR;STINT;TOT;PC_PA;M;2013-05;2.72;;
KOR;STINT;TOT;PC_PA;M;2013-06;2.69;;
KOR;STINT;TOT;PC_PA;M;2013-07;2.68;;
KOR;STINT;TOT;PC_PA;M;2013-08;2.66;;
KOR;STINT;TOT;PC_PA;M;2013-09;2.66;;
KOR;STINT;TOT;PC_PA;M;2013-10;2.66;;
KOR;STINT;TOT;PC_PA;M;2013-11;2.65;;
KOR;STINT;TOT;PC_PA;M;2013-12;2.65;;
KOR;STINT;TOT;PC_PA;M;2014-01;2.65;;
KOR;STINT;TOT;PC_PA;M;2014-02;2.65;;
KOR;STINT;TOT;PC_PA;M;2014-03;2.65;;
KOR;STINT;TOT;PC_PA;M;2014-04;2.65;;
KOR;STINT;TOT;PC_PA;M;2014-05;2.65;;
KOR;STINT;TOT;PC_PA;M;2014-06;2.65;;
KOR;STINT;TOT;PC_PA;M;2014-07;2.65;;
KOR;STINT;TOT;PC_PA;M;2014-08;2.517;;
KOR;STINT;TOT;PC_PA;M;2014-09;2.35;;
KOR;STINT;TOT;PC_PA;M;2014-10;2.21;;
KOR;STINT;TOT;PC_PA;M;2014-11;2.14;;
KOR;STINT;TOT;PC_PA;M;2014-12;2.13;;
KOR;STINT;TOT;PC_PA;M;2015-01;2.13;;
KOR;STINT;TOT;PC_PA;M;2015-02;2.12;;
KOR;STINT;TOT;PC_PA;M;2015-03;1.95;;
KOR;STINT;TOT;PC_PA;M;2015-04;1.81;;
KOR;STINT;TOT;PC_PA;M;2015-05;1.8;;
KOR;STINT;TOT;PC_PA;M;2015-06;1.7;;
KOR;STINT;TOT;PC_PA;M;2015-07;1.65;;
KOR;STINT;TOT;PC_PA;M;2015-08;1.64;;
KOR;STINT;TOT;PC_PA;M;2015-09;1.6;;
KOR;STINT;TOT;PC_PA;M;2015-10;1.58;;
KOR;STINT;TOT;PC_PA;M;2015-11;1.59;;
KOR;STINT;TOT;PC_PA;M;2015-12;1.67;;
KOR;STINT;TOT;PC_PA;M;2016-01;1.67;;
KOR;STINT;TOT;PC_PA;M;2016-02;1.64;;
KOR;STINT;TOT;PC_PA;M;2016-03;1.63;;
KOR;STINT;TOT;PC_PA;M;2016-04;1.61;;
KOR;STINT;TOT;PC_PA;M;2016-05;1.58;;
KOR;STINT;TOT;PC_PA;M;2016-06;1.43;;
KOR;STINT;TOT;PC_PA;M;2016-07;1.36;;
KOR;STINT;TOT;PC_PA;M;2016-08;1.35;;
KOR;STINT;TOT;PC_PA;M;2016-09;1.34;;
KOR;STINT;TOT;PC_PA;M;2016-10;1.35;;
KOR;STINT;TOT;PC_PA;M;2016-11;1.42;;
KOR;STINT;TOT;PC_PA;M;2016-12;1.54;;
KOR;STINT;TOT;PC_PA;M;2017-01;1.5;;
KOR;STINT;TOT;PC_PA;M;2017-02;1.49;;
KOR;STINT;TOT;PC_PA;M;2017-03;1.48;;
KOR;STINT;TOT;PC_PA;M;2017-04;1.43;;
KOR;STINT;TOT;PC_PA;M;2017-05;1.39;;
KOR;STINT;TOT;PC_PA;M;2017-06;1.38;;
KOR;STINT;TOT;PC_PA;M;2017-07;1.39;;
KOR;STINT;TOT;PC_PA;M;2017-08;1.39;;
KOR;STINT;TOT;PC_PA;M;2017-09;1.38;;
KOR;STINT;TOT;PC_PA;M;2017-10;1.38;;
KOR;STINT;TOT;PC_PA;M;2017-11;1.45;;
KOR;STINT;TOT;PC_PA;M;2017-12;1.66;;
KOR;STINT;TOT;PC_PA;M;2018-01;1.66;;
KOR;STINT;TOT;PC_PA;M;2018-02;1.65;;
KOR;STINT;TOT;PC_PA;M;2018-03;1.65;;
KOR;STINT;TOT;PC_PA;M;2018-04;1.65;;
KOR;STINT;TOT;PC_PA;M;2018-05;1.65;;
KOR;STINT;TOT;PC_PA;M;2018-06;1.65;;
KOR;STINT;TOT;PC_PA;M;2018-07;1.65;;
KOR;STINT;TOT;PC_PA;M;2018-08;1.65;;
KOR;STINT;TOT;PC_PA;M;2018-09;1.65;;
KOR;STINT;TOT;PC_PA;M;2018-10;1.68;;
KOR;STINT;TOT;PC_PA;M;2018-11;1.71;;
KOR;STINT;TOT;PC_PA;M;2018-12;1.91;;
KOR;STINT;TOT;PC_PA;M;2019-01;1.87;;
KOR;STINT;TOT;PC_PA;M;2019-02;1.87;;
KOR;STINT;TOT;PC_PA;M;2019-03;1.9;;
KOR;STINT;TOT;PC_PA;M;2019-04;1.86;;
KOR;STINT;TOT;PC_PA;M;2019-05;1.84;;
KOR;STINT;TOT;PC_PA;M;2019-06;1.8;;
KOR;STINT;TOT;PC_PA;M;2019-07;1.68;;
KOR;STINT;TOT;PC_PA;M;2019-08;1.49;;
KOR;STINT;TOT;PC_PA;M;2019-09;1.54;;
KOR;STINT;TOT;PC_PA;M;2019-10;1.46;;
KOR;STINT;TOT;PC_PA;M;2019-11;1.52;;
KOR;STINT;TOT;PC_PA;M;2019-12;1.53;;
KOR;STINT;TOT;PC_PA;M;2020-01;1.47;;
KOR;STINT;TOT;PC_PA;M;2020-02;1.42;;
KOR;STINT;TOT;PC_PA;M;2020-03;1.23;;
KOR;STINT;TOT;PC_PA;M;2020-04;1.1;;
KOR;STINT;TOT;PC_PA;M;2020-05;1.02;;
KOR;STINT;TOT;PC_PA;M;2020-06;0.79;;
KOR;STINT;TOT;PC_PA;M;2020-07;0.79;;
KOR;STINT;TOT;PC_PA;M;2020-08;0.68;;
KOR;STINT;TOT;PC_PA;M;2020-09;0.63;;
KOR;STINT;TOT;PC_PA;M;2020-10;0.63;;
KOR;STINT;TOT;PC_PA;M;2020-11;0.66;;
KOR;STINT;TOT;PC_PA;M;2020-12;0.66;;
KOR;STINT;TOT;PC_PA;M;2021-01;0.68;;
KOR;STINT;TOT;PC_PA;M;2021-02;0.73;;
KOR;STINT;TOT;PC_PA;M;2021-03;0.75;;
KOR;STINT;TOT;PC_PA;M;2021-04;0.74;;
KOR;STINT;TOT;PC_PA;M;2021-05;0.68;;
KOR;STINT;TOT;PC_PA;M;2021-06;0.66;;
KOR;STINT;TOT;PC_PA;M;2021-07;0.69;;
KOR;STINT;TOT;PC_PA;M;2021-08;0.77;;
KOR;STINT;TOT;PC_PA;M;2021-09;0.98;;
KOR;STINT;TOT;PC_PA;M;2021-10;1.08;;
KOR;STINT;TOT;PC_PA;M;2021-11;1.17;;
KOR;STINT;TOT;PC_PA;M;2021-12;1.27;;
KOR;STINT;TOT;PC_PA;M;2022-01;1.39;;
KOR;STINT;TOT;PC_PA;M;2022-02;1.5;;
KOR;STINT;TOT;PC_PA;M;2022-03;1.5;;
KOR;STINT;TOT;PC_PA;M;2022-04;1.64;;
KOR;STINT;TOT;PC_PA;M;2022-05;1.77;;
KOR;STINT;TOT;PC_PA;M;2022-06;1.99;;
KOR;STINT;TOT;PC_PA;M;2022-07;2.41;;
KOR;STINT;TOT;PC_PA;M;2022-08;2.79;;
KOR;STINT;TOT;PC_PA;M;2022-09;3.01;;
KOR;STINT;TOT;PC_PA;M;2022-10;3.69;;
KOR;STINT;TOT;PC_PA;M;2022-11;3.99;;
KOR;STINT;TOT;PC_PA;M;2022-12;4.02;;
KOR;STINT;TOT;PC_PA;M;2023-01;3.8;;
KOR;STINT;TOT;PC_PA;M;2023-02;3.52;;
BEL;STINT;TOT;PC_PA;A;1958;2.833.333;;
BEL;STINT;TOT;PC_PA;A;1959;1.995.833;;
BEL;STINT;TOT;PC_PA;A;1960;3.916.667;;
BEL;STINT;TOT;PC_PA;A;1961;4.375;;
BEL;STINT;TOT;PC_PA;A;1962;3.091.667;;
BEL;STINT;TOT;PC_PA;A;1963;3.333.333;;
BEL;STINT;TOT;PC_PA;A;1964;4.425;;
BEL;STINT;TOT;PC_PA;A;1965;4.616.667;;
BEL;STINT;TOT;PC_PA;A;1966;5.254.167;;
BEL;STINT;TOT;PC_PA;A;1967;5.166.667;;
BEL;STINT;TOT;PC_PA;A;1968;4.045.833;;
BEL;STINT;TOT;PC_PA;A;1969;7.104.167;;
BEL;STINT;TOT;PC_PA;A;1970;7.808.333;;
BEL;STINT;TOT;PC_PA;A;1971;5.004.167;;
BEL;STINT;TOT;PC_PA;A;1972;3.829.167;;
BEL;STINT;TOT;PC_PA;A;1973;62.875;;
BEL;STINT;TOT;PC_PA;A;1974;1.029.583;;
BEL;STINT;TOT;PC_PA;A;1975;6.795.833;;
BEL;STINT;TOT;PC_PA;A;1976;9.891.666;;
BEL;STINT;TOT;PC_PA;A;1977;7.054.167;;
BEL;STINT;TOT;PC_PA;A;1978;7.129.167;;
BEL;STINT;TOT;PC_PA;A;1979;110.125;;
BEL;STINT;TOT;PC_PA;A;1980;1.402.917;;
BEL;STINT;TOT;PC_PA;A;1981;1.527.083;;
BEL;STINT;TOT;PC_PA;A;1982;1.397.083;;
BEL;STINT;TOT;PC_PA;A;1983;10.4;;
BEL;STINT;TOT;PC_PA;A;1984;1.142.083;;
BEL;STINT;TOT;PC_PA;A;1985;9.516.666;;
BEL;STINT;TOT;PC_PA;A;1986;8.083.333;;
BEL;STINT;TOT;PC_PA;A;1987;7.054.167;;
BEL;STINT;TOT;PC_PA;A;1988;6.729.167;;
BEL;STINT;TOT;PC_PA;A;1989;8.8;;
BEL;STINT;TOT;PC_PA;A;1990;9.633.333;;
BEL;STINT;TOT;PC_PA;A;1991;93.825;;
BEL;STINT;TOT;PC_PA;A;1992;9.370.833;;
BEL;STINT;TOT;PC_PA;A;1993;8.224.167;;
BEL;STINT;TOT;PC_PA;A;1994;5.695;;
BEL;STINT;TOT;PC_PA;A;1995;4.783.333;;
BEL;STINT;TOT;PC_PA;A;1996;3.216.667;;
BEL;STINT;TOT;PC_PA;A;1997;3.436.667;;
BEL;STINT;TOT;PC_PA;A;1998;3.558.333;;
BEL;STINT;TOT;PC_PA;A;1999;29.635;;
BEL;STINT;TOT;PC_PA;A;2000;4.391.767;;
BEL;STINT;TOT;PC_PA;A;2001;4.261.783;;
BEL;STINT;TOT;PC_PA;A;2002;3.318.592;;
BEL;STINT;TOT;PC_PA;A;2003;2.333.467;;
BEL;STINT;TOT;PC_PA;A;2004;2.106.325;;
BEL;STINT;TOT;PC_PA;A;2005;2.184.675;;
BEL;STINT;TOT;PC_PA;A;2006;3.079.225;;
BEL;STINT;TOT;PC_PA;A;2007;4.277.608;;
BEL;STINT;TOT;PC_PA;A;2008;4.634.233;;
BEL;STINT;TOT;PC_PA;A;2009;1.228.358;;
BEL;STINT;TOT;PC_PA;A;2010;0.81095;;
BEL;STINT;TOT;PC_PA;A;2011;13.906;;
BEL;STINT;TOT;PC_PA;A;2012;0.5731834;;
BEL;STINT;TOT;PC_PA;A;2013;0.2206667;;
BEL;STINT;TOT;PC_PA;A;2014;0.2099333;;
BEL;STINT;TOT;PC_PA;A;2015;-0.01936667;;
BEL;STINT;TOT;PC_PA;A;2016;-0.2636917;;
BEL;STINT;TOT;PC_PA;A;2017;-0.32905;;
BEL;STINT;TOT;PC_PA;A;2018;-0.3220917;;
BEL;STINT;TOT;PC_PA;A;2019;-0.3563333;;
BEL;STINT;TOT;PC_PA;A;2020;-0.42515;;
BEL;STINT;TOT;PC_PA;A;2021;-0.5487667;;
BEL;STINT;TOT;PC_PA;A;2022;0.3418;;
KOR;STINT;TOT;PC_PA;Q;1991-Q1;1.726.667,00;;
KOR;STINT;TOT;PC_PA;Q;1991-Q2;1.889.333;;
KOR;STINT;TOT;PC_PA;Q;1991-Q3;1.861.667;;
KOR;STINT;TOT;PC_PA;Q;1991-Q4;1.842.667;;
KOR;STINT;TOT;PC_PA;Q;1992-Q1;1.683.667,00;;
KOR;STINT;TOT;PC_PA;Q;1992-Q2;1.737.667;;
KOR;STINT;TOT;PC_PA;Q;1992-Q3;1.703.333;;
KOR;STINT;TOT;PC_PA;Q;1992-Q4;1.440.333;;
KOR;STINT;TOT;PC_PA;Q;1993-Q1;1.270.333,00;;
KOR;STINT;TOT;PC_PA;Q;1993-Q2;1.184.667;;
KOR;STINT;TOT;PC_PA;Q;1993-Q3;1.427.667;;
KOR;STINT;TOT;PC_PA;Q;1993-Q4;13.02;;
KOR;STINT;TOT;PC_PA;Q;1994-Q1;12;;
KOR;STINT;TOT;PC_PA;Q;1994-Q2;1.244.667;;
KOR;STINT;TOT;PC_PA;Q;1994-Q3;14.29;;
KOR;STINT;TOT;PC_PA;Q;1994-Q4;1.441.333;;
KOR;STINT;TOT;PC_PA;Q;1995-Q1;15,9;;
KOR;STINT;TOT;PC_PA;Q;1995-Q2;14.72;;
KOR;STINT;TOT;PC_PA;Q;1995-Q3;1.359.667;;
KOR;STINT;TOT;PC_PA;Q;1995-Q4;12;;
KOR;STINT;TOT;PC_PA;Q;1996-Q1;1.162.333,00;;
KOR;STINT;TOT;PC_PA;Q;1996-Q2;11.17;;
KOR;STINT;TOT;PC_PA;Q;1996-Q3;1.397.667;;
KOR;STINT;TOT;PC_PA;Q;1996-Q4;1.376.667;;
KOR;STINT;TOT;PC_PA;Q;1997-Q1;1.272.333,00;;
KOR;STINT;TOT;PC_PA;Q;1997-Q2;12.55;;
KOR;STINT;TOT;PC_PA;Q;1997-Q3;12.65;;
KOR;STINT;TOT;PC_PA;Q;1997-Q4;1.560.333;;
KOR;STINT;TOT;PC_PA;Q;1998-Q1;2.272.333,00;;
KOR;STINT;TOT;PC_PA;Q;1998-Q2;18.49;;
KOR;STINT;TOT;PC_PA;Q;1998-Q3;11.84;;
KOR;STINT;TOT;PC_PA;Q;1998-Q4;7.826.667;;
KOR;STINT;TOT;PC_PA;Q;1999-Q1;6.753.334,00;;
KOR;STINT;TOT;PC_PA;Q;1999-Q2;6.203.333;;
KOR;STINT;TOT;PC_PA;Q;1999-Q3;7.16;;
KOR;STINT;TOT;PC_PA;Q;1999-Q4;7.12;;
KOR;STINT;TOT;PC_PA;Q;2000-Q1;7.136.667,00;;
KOR;STINT;TOT;PC_PA;Q;2000-Q2;7.123.333;;
KOR;STINT;TOT;PC_PA;Q;2000-Q3;7.08;;
KOR;STINT;TOT;PC_PA;Q;2000-Q4;6.973.333;;
KOR;STINT;TOT;PC_PA;Q;2001-Q1;5.946.667,00;;
KOR;STINT;TOT;PC_PA;Q;2001-Q2;5.78;;
KOR;STINT;TOT;PC_PA;Q;2001-Q3;4.966.667;;
KOR;STINT;TOT;PC_PA;Q;2001-Q4;4.576.667;;
KOR;STINT;TOT;PC_PA;Q;2002-Q1;4.656.667,00;;
KOR;STINT;TOT;PC_PA;Q;2002-Q2;4.816.667;;
KOR;STINT;TOT;PC_PA;Q;2002-Q3;4.84;;
KOR;STINT;TOT;PC_PA;Q;2002-Q4;4.906.667;;
KOR;STINT;TOT;PC_PA;Q;2003-Q1;4.666.667,00;;
KOR;STINT;TOT;PC_PA;Q;2003-Q2;4.43;;
KOR;STINT;TOT;PC_PA;Q;2003-Q3;3.96;;
KOR;STINT;TOT;PC_PA;Q;2003-Q4;4.166.667;;
KOR;STINT;TOT;PC_PA;Q;2004-Q1;4,09;;
KOR;STINT;TOT;PC_PA;Q;2004-Q2;3.906.667;;
KOR;STINT;TOT;PC_PA;Q;2004-Q3;3.71;;
KOR;STINT;TOT;PC_PA;Q;2004-Q4;3.443.333;;
KOR;STINT;TOT;PC_PA;Q;2005-Q1;3.536.667,00;;
KOR;STINT;TOT;PC_PA;Q;2005-Q2;3.513.333;;
KOR;STINT;TOT;PC_PA;Q;2005-Q3;3.57;;
KOR;STINT;TOT;PC_PA;Q;2005-Q4;3.976.667;;
KOR;STINT;TOT;PC_PA;Q;2006-Q1;4.223.333,00;;
KOR;STINT;TOT;PC_PA;Q;2006-Q2;4.386.667;;
KOR;STINT;TOT;PC_PA;Q;2006-Q3;4.65;;
KOR;STINT;TOT;PC_PA;Q;2006-Q4;4.643.333;;
KOR;STINT;TOT;PC_PA;Q;2007-Q1;4.936.666,00;;
KOR;STINT;TOT;PC_PA;Q;2007-Q2;5.006.667;;
KOR;STINT;TOT;PC_PA;Q;2007-Q3;5.2;;
KOR;STINT;TOT;PC_PA;Q;2007-Q4;5.5;;
KOR;STINT;TOT;PC_PA;Q;2008-Q1;5.446.667,00;;
KOR;STINT;TOT;PC_PA;Q;2008-Q2;5.366.667;;
KOR;STINT;TOT;PC_PA;Q;2008-Q3;5.693.333;;
KOR;STINT;TOT;PC_PA;Q;2008-Q4;5.443.333;;
KOR;STINT;TOT;PC_PA;Q;2009-Q1;2,79;;
KOR;STINT;TOT;PC_PA;Q;2009-Q2;2.413.333;;
KOR;STINT;TOT;PC_PA;Q;2009-Q3;2.51;;
KOR;STINT;TOT;PC_PA;Q;2009-Q4;2.8;;
KOR;STINT;TOT;PC_PA;Q;2010-Q1;2.863.333,00;;
KOR;STINT;TOT;PC_PA;Q;2010-Q2;2.47;;
KOR;STINT;TOT;PC_PA;Q;2010-Q3;2.623.333;;
KOR;STINT;TOT;PC_PA;Q;2010-Q4;2.73;;
KOR;STINT;TOT;PC_PA;Q;2011-Q1;3.136.667,00;;
KOR;STINT;TOT;PC_PA;Q;2011-Q2;3.463.333;;
KOR;STINT;TOT;PC_PA;Q;2011-Q3;3.586.667;;
KOR;STINT;TOT;PC_PA;Q;2011-Q4;3.563.333;;
KOR;STINT;TOT;PC_PA;Q;2012-Q1;3,54;;
KOR;STINT;TOT;PC_PA;Q;2012-Q2;3.54;;
KOR;STINT;TOT;PC_PA;Q;2012-Q3;3.223.333;;
KOR;STINT;TOT;PC_PA;Q;2012-Q4;2.886.667;;
KOR;STINT;TOT;PC_PA;Q;2013-Q1;2.833.333,00;;
KOR;STINT;TOT;PC_PA;Q;2013-Q2;2.736.667;;
KOR;STINT;TOT;PC_PA;Q;2013-Q3;2.666.667;;
KOR;STINT;TOT;PC_PA;Q;2013-Q4;2.653.333;;
KOR;STINT;TOT;PC_PA;Q;2014-Q1;2,65;;
KOR;STINT;TOT;PC_PA;Q;2014-Q2;2.65;;
KOR;STINT;TOT;PC_PA;Q;2014-Q3;2.505.667;;
KOR;STINT;TOT;PC_PA;Q;2014-Q4;2.16;;
KOR;STINT;TOT;PC_PA;Q;2015-Q1;2.066.667,00;;
KOR;STINT;TOT;PC_PA;Q;2015-Q2;1.77;;
KOR;STINT;TOT;PC_PA;Q;2015-Q3;1.63;;
KOR;STINT;TOT;PC_PA;Q;2015-Q4;1.613.333;;
KOR;STINT;TOT;PC_PA;Q;2016-Q1;1.646.667,00;;
KOR;STINT;TOT;PC_PA;Q;2016-Q2;1.54;;
KOR;STINT;TOT;PC_PA;Q;2016-Q3;1.35;;
KOR;STINT;TOT;PC_PA;Q;2016-Q4;1.436.667;;
KOR;STINT;TOT;PC_PA;Q;2017-Q1;1,49;;
KOR;STINT;TOT;PC_PA;Q;2017-Q2;1.4;;
KOR;STINT;TOT;PC_PA;Q;2017-Q3;1.386.667;;
KOR;STINT;TOT;PC_PA;Q;2017-Q4;1.496.667;;
KOR;STINT;TOT;PC_PA;Q;2018-Q1;1.653.333,00;;
KOR;STINT;TOT;PC_PA;Q;2018-Q2;1.65;;
KOR;STINT;TOT;PC_PA;Q;2018-Q3;1.65;;
KOR;STINT;TOT;PC_PA;Q;2018-Q4;1.766.667;;
KOR;STINT;TOT;PC_PA;Q;2019-Q1;1,88;;
KOR;STINT;TOT;PC_PA;Q;2019-Q2;1.833.333;;
KOR;STINT;TOT;PC_PA;Q;2019-Q3;1.57;;
KOR;STINT;TOT;PC_PA;Q;2019-Q4;1.503.333;;
KOR;STINT;TOT;PC_PA;Q;2020-Q1;1.373.333,00;;
KOR;STINT;TOT;PC_PA;Q;2020-Q2;0.97;;
KOR;STINT;TOT;PC_PA;Q;2020-Q3;0.7;;
KOR;STINT;TOT;PC_PA;Q;2020-Q4;0.65;;
KOR;STINT;TOT;PC_PA;Q;2021-Q1;0,72;;
KOR;STINT;TOT;PC_PA;Q;2021-Q2;0.6933333;;
KOR;STINT;TOT;PC_PA;Q;2021-Q3;0.8133333;;
KOR;STINT;TOT;PC_PA;Q;2021-Q4;1.173.333;;
KOR;STINT;TOT;PC_PA;Q;2022-Q1;1.463.333,00;;
KOR;STINT;TOT;PC_PA;Q;2022-Q2;1.8;;
KOR;STINT;TOT;PC_PA;Q;2022-Q3;2.736.667;;
KOR;STINT;TOT;PC_PA;Q;2022-Q4;3.9;;
AUT;STINT;TOT;PC_PA;M;1989-06;7.55;;
AUT;STINT;TOT;PC_PA;M;1989-07;8;;
AUT;STINT;TOT;PC_PA;M;1989-08;7.57;;
AUT;STINT;TOT;PC_PA;M;1989-09;7.63;;
AUT;STINT;TOT;PC_PA;M;1989-10;8.77;;
AUT;STINT;TOT;PC_PA;M;1989-11;8.87;;
AUT;STINT;TOT;PC_PA;M;1989-12;9.36;;
AUT;STINT;TOT;PC_PA;M;1990-01;9.15;;
AUT;STINT;TOT;PC_PA;M;1990-02;8.74;;
AUT;STINT;TOT;PC_PA;M;1990-03;9.06;;
AUT;STINT;TOT;PC_PA;M;1990-04;9.13;;
AUT;STINT;TOT;PC_PA;M;1990-05;8.75;;
